"API NUMBER","WELL NAME","WELL NUMBER",OPERATOR,STATE,COUNTY,"NUMBER OF DAYS ONLINE","CO2, MSCF","SULFUR, LONG TONS","PRODUCTION DATE","OIL, BARRELS","GAS, MSCF","WATER, BARRELS","PRODUCING UNIT NAME"
"=""35037260710001""",Foster,13-1,"Redland Resources Llc",OK,Creek,,,,2012-09-01,0,189,,Foster
"=""35037260710001""",Foster,13-1,"Redland Resources Llc",OK,Creek,,,,2012-08-01,0,178,,Foster
"=""35037260710001""",Foster,13-1,"Redland Resources Llc",OK,Creek,,,,2012-02-01,0,185,,Foster
"=""35037256630000""",Posey,1,"Dixon Clint A",OK,Creek,,,,2012-11-01,0,645,,Posey
"=""35037256630000""",Posey,1,"Dixon Clint A",OK,Creek,,,,2012-10-01,0,693,,Posey
"=""35037256630000""",Posey,1,"Dixon Clint A",OK,Creek,,,,2012-08-01,0,758,,Posey
"=""35037256630000""",Posey,1,"Dixon Clint A",OK,Creek,,,,2012-01-01,0,708,,Posey
"=""35037218530000""",Shamas,1,"Krumme Oil Company Llp",OK,Creek,,,,2012-07-01,0,503,,Shamas
"=""35037218530000""",Shamas,1,"Krumme Oil Company Llp",OK,Creek,,,,2012-06-01,0,473,,Shamas
"=""35037218530000""",Shamas,1,"Krumme Oil Company Llp",OK,Creek,,,,2012-02-01,0,443,,Shamas
"=""35037218530000""",Shamas,1,"Krumme Oil Company Llp",OK,Creek,,,,2012-01-01,0,523,,Shamas
"=""35037220160000""",Adams,1,"P & H Oil & Gas Inc",OK,Creek,,,,2012-12-01,0,940,,Adams
"=""35037220160000""",Adams,1,"P & H Oil & Gas Inc",OK,Creek,,,,2012-07-01,0,943,,Adams
"=""35037220030000""",Calder,1,"Egret Operating Company",OK,Creek,,,,2012-07-01,0,279,,Calder
"=""35037220030000""",Calder,1,"Egret Operating Company",OK,Creek,,,,2012-04-01,0,294,,Calder
"=""35037220030000""",Calder,1,"Egret Operating Company",OK,Creek,,,,2012-02-01,0,204,,Calder
"=""35037222230001""",Wallace,1,"Krumme Oil Company Llp",OK,Creek,,,,2012-02-01,0,334,,Wallace
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,2012-07-01,0,300,,"Henderson ""q"""
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,2012-06-01,0,357,,"Henderson ""q"""
"=""35037269190000""",Naifeh,85-1,"Dyer Dale E Dba The Loving Company",OK,Creek,,,,2012-02-01,0,120,,Naifeh
"=""35037268450000""",English,3,"Selco Oil And Gas Inc",OK,Creek,,,,2012-10-01,0,187,,English
"=""35037268450000""",English,3,"Selco Oil And Gas Inc",OK,Creek,,,,2012-09-01,0,184,,English
"=""35037268450000""",English,3,"Selco Oil And Gas Inc",OK,Creek,,,,2012-03-01,0,212,,English
"=""35037268010000""","A O C",1,"Reserve Management Inc",OK,Creek,,,,2012-12-01,0,113,,"A O C"
"=""35037268010000""","A O C",1,"Reserve Management Inc",OK,Creek,,,,2012-11-01,0,101,,"A O C"
"=""35037268010000""","A O C",1,"Reserve Management Inc",OK,Creek,,,,2012-01-01,0,130,,"A O C"
"=""35037248460000""","Iron Post-side Door",1,"Iron Post Oil & Gas Co Inc",OK,Creek,,,,2012-10-01,0,8,,"Iron Post-side Door"
"=""35037252040000""",Brightwell,1-11,"Baja Oil & Gas Company",OK,Creek,,,,2012-08-01,0,0,,Brightwell
"=""35037252040000""",Brightwell,1-11,"Baja Oil & Gas Company",OK,Creek,,,,2012-07-01,0,0,,Brightwell
"=""35037252040000""",Brightwell,1-11,"Baja Oil & Gas Company",OK,Creek,,,,2012-05-01,0,0,,Brightwell
"=""35037252040000""",Brightwell,1-11,"Baja Oil & Gas Company",OK,Creek,,,,2012-03-01,0,0,,Brightwell
"=""35037252440000""",Vickery,1-a,"3 Bc Co Inc",OK,Creek,,,,2012-08-01,0,660,,Vickery
"=""35037252440000""",Vickery,1-a,"3 Bc Co Inc",OK,Creek,,,,2012-05-01,0,839,,Vickery
"=""35037006630000""",Allen,1,"Centrex Operating Company",OK,Creek,,,,2012-09-01,0,336,,Allen
"=""35037006630000""",Allen,1,"Centrex Operating Company",OK,Creek,,,,2012-05-01,0,350,,Allen
"=""35037006630000""",Allen,1,"Centrex Operating Company",OK,Creek,,,,2012-02-01,0,308,,Allen
"=""35037017640001""","Hoppy Toad (leverett 32)",1,"Krumme Oil Company Llp",OK,Creek,,,,2012-12-01,0,399,,"Hoppy Toad (leverett 32)"
"=""35037017640001""","Hoppy Toad (leverett 32)",1,"Krumme Oil Company Llp",OK,Creek,,,,2012-06-01,0,412,,"Hoppy Toad (leverett 32)"
"=""35037017640001""","Hoppy Toad (leverett 32)",1,"Krumme Oil Company Llp",OK,Creek,,,,2012-04-01,0,431,,"Hoppy Toad (leverett 32)"
"=""35037017640001""","Hoppy Toad (leverett 32)",1,"Krumme Oil Company Llp",OK,Creek,,,,2012-02-01,0,388,,"Hoppy Toad (leverett 32)"
"=""35037034960000""",Sneed,1,"Tat Inc",OK,Creek,,,,2012-03-01,0,0,,Sneed
"=""35037037470000""","Owens C E",3,"Ventura Energy Services Llc",OK,Creek,,,,2012-11-01,0,663,,"Owens C E"
"=""35037037470000""","Owens C E",3,"Ventura Energy Services Llc",OK,Creek,,,,2012-09-01,0,721,,"Owens C E"
"=""35037037470000""","Owens C E",3,"Ventura Energy Services Llc",OK,Creek,,,,2012-07-01,0,628,,"Owens C E"
"=""35037037490000""","Owens C E",1,"Ventura Energy Services Llc",OK,Creek,,,,2012-09-01,0,721,,"Owens C E"
"=""35037037490000""","Owens C E",1,"Ventura Energy Services Llc",OK,Creek,,,,2012-02-01,0,89,,"Owens C E"
"=""35037037490000""","Owens C E",1,"Ventura Energy Services Llc",OK,Creek,,,,2012-01-01,0,835,,"Owens C E"
"=""35037037520000""","Castle J B",2,"Ventura Energy Services Llc",OK,Creek,,,,2012-11-01,0,1577,,"Castle J B"
"=""35037037520000""","Castle J B",2,"Ventura Energy Services Llc",OK,Creek,,,,2012-10-01,0,2195,,"Castle J B"
"=""35037003600001""",Lacey,1,"R & D Oil & Gas",OK,Creek,,,,2012-11-01,0,1162,,Lacey
"=""35037003600001""",Lacey,1,"R & D Oil & Gas",OK,Creek,,,,2012-08-01,0,1490,,Lacey
"=""35037003600001""",Lacey,1,"R & D Oil & Gas",OK,Creek,,,,2012-04-01,0,1193,,Lacey
"=""35037003600001""",Lacey,1,"R & D Oil & Gas",OK,Creek,,,,2012-01-01,0,1319,,Lacey
"=""35037002900001""",Darnell,1,"Withrow Oil Company Inc",OK,Creek,,,,2012-11-01,0,17,,Darnell
"=""35037002900001""",Darnell,1,"Withrow Oil Company Inc",OK,Creek,,,,2012-05-01,0,46,,Darnell
"=""35037209640000""",Sontag,1,"Little River Energy Company",OK,Creek,,,,2012-12-01,0,259,,Sontag
"=""35037209640000""",Sontag,1,"Little River Energy Company",OK,Creek,,,,2012-08-01,0,451,,Sontag
"=""35037211390000""",Kirschner,1,"Red Stone Resources Llc",OK,Creek,,,,2012-10-01,0,0,,Kirschner
"=""35037211390000""",Kirschner,1,"Red Stone Resources Llc",OK,Creek,,,,2012-09-01,0,11,,Kirschner
"=""35037211390000""",Kirschner,1,"Red Stone Resources Llc",OK,Creek,,,,2012-06-01,0,30,,Kirschner
"=""35037211390000""",Kirschner,1,"Red Stone Resources Llc",OK,Creek,,,,2012-05-01,0,35,,Kirschner
"=""35037223880000""","Hoppys Lil Brother",1,"Krumme Oil Company Llp",OK,Creek,,,,2012-09-01,0,503,,"Hoppys Lil Brother"
"=""35037224300000""",Whitmore,1,"Miller-mcgee Operating Inc",OK,Creek,,,,2012-12-01,0,289,,Whitmore
"=""35037224300000""",Whitmore,1,"Miller-mcgee Operating Inc",OK,Creek,,,,2012-07-01,0,224,,Whitmore
"=""35037224300000""",Whitmore,1,"Miller-mcgee Operating Inc",OK,Creek,,,,2012-02-01,0,200,,Whitmore
"=""35037224560001""",Watson,1,"Mattea Oil & Gas Llc",OK,Creek,,,,2012-12-01,0,754,,Watson
"=""35037224560001""",Watson,1,"Mattea Oil & Gas Llc",OK,Creek,,,,2012-11-01,0,803,,Watson
"=""35037224560001""",Watson,1,"Mattea Oil & Gas Llc",OK,Creek,,,,2012-04-01,0,1246,,Watson
"=""35037226700000""",Williams-fox,1,"Shelton Dempsey L",OK,Creek,,,,2012-11-01,0,587,,Williams-fox
"=""35037226700000""",Williams-fox,1,"Shelton Dempsey L",OK,Creek,,,,2012-06-01,0,679,,Williams-fox
"=""35037226700000""",Williams-fox,1,"Shelton Dempsey L",OK,Creek,,,,2012-02-01,0,709,,Williams-fox
"=""35037230090000""","Ranch 1 (sellers",1,"Klo Llc",OK,Creek,,,,2012-12-01,0,0,,"Ranch 1 (sellers"
"=""35037230090000""","Ranch 1 (sellers",1,"Klo Llc",OK,Creek,,,,2012-10-01,0,0,,"Ranch 1 (sellers"
"=""35037217930000""",Warnock,1,"Krumme Oil Company Llp",OK,Creek,,,,2012-12-01,0,317,,Warnock
"=""35037218220000""",Hurd,1,"P & H Oil & Gas Inc",OK,Creek,,,,2012-12-01,0,119,,Hurd
"=""35037218220000""",Hurd,1,"P & H Oil & Gas Inc",OK,Creek,,,,2012-08-01,0,303,,Hurd
"=""35037218220000""",Hurd,1,"P & H Oil & Gas Inc",OK,Creek,,,,2012-07-01,0,309,,Hurd
"=""35037042170001""",Chain,1,"Krumme Oil Company Llp",OK,Creek,,,,2012-11-01,0,245,,Chain
"=""35037042170001""",Chain,1,"Krumme Oil Company Llp",OK,Creek,,,,2012-10-01,0,214,,Chain
"=""35037042170001""",Chain,1,"Krumme Oil Company Llp",OK,Creek,,,,2012-09-01,0,177,,Chain
"=""35037275160000""",Hall,2,"Xanadu Exploration Company",OK,Creek,,,,2012-11-01,0,100,,Hall
"=""35037275160000""",Hall,2,"Xanadu Exploration Company",OK,Creek,,,,2012-08-01,0,83,,Hall
"=""35037276410000""",Dock,1-19,"B & P Oil & Gas",OK,Creek,,,,2012-02-01,0,0,,Dock
"=""35037276460001""",Parks,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2012-10-01,0,155,,Parks
"=""35037276460001""",Parks,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2012-07-01,0,159,,Parks
"=""35037276460001""",Parks,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2012-06-01,0,153,,Parks
"=""35037276620000""",Edmiston,2,"Egret Operating Company",OK,Creek,,,,2012-06-01,0,143,,Edmiston
"=""35037275630000""",Darin,1,"C & C Productions Llc",OK,Creek,,,,2012-08-01,0,154,,Darin
"=""35037275630000""",Darin,1,"C & C Productions Llc",OK,Creek,,,,2012-05-01,0,126,,Darin
"=""35037277400000""","Iron Mountain",2,"Javelin Energy Llc",OK,Creek,,,,2012-11-01,0,148,,"Iron Mountain"
"=""35037277400000""","Iron Mountain",2,"Javelin Energy Llc",OK,Creek,,,,2012-10-01,0,145,,"Iron Mountain"
"=""35037277400000""","Iron Mountain",2,"Javelin Energy Llc",OK,Creek,,,,2012-08-01,0,180,,"Iron Mountain"
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,2012-09-01,0,2210,,Sinclair
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,2012-07-01,0,2050,,Sinclair
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,2012-03-01,0,2351,,Sinclair
"=""35037283470000""","Lost Indian",2,"Eig Petroleum Llc",OK,Creek,,,,2012-04-01,0,0,,"Lost Indian"
"=""35037283860000""",Bishop,4,"United Energy & Exploration Llc",OK,Creek,,,,2012-08-01,0,1406,,Bishop
"=""35037281970000""",Roka,3,"Firey Oil Company",OK,Creek,,,,2012-11-01,0,0,,Roka
"=""35037281990000""",Eagle,12-1,"Centrex Operating Company",OK,Creek,,,,2012-12-01,0,0,,Eagle
"=""35037281990000""",Eagle,12-1,"Centrex Operating Company",OK,Creek,,,,2012-10-01,0,0,,Eagle
"=""35037281990000""",Eagle,12-1,"Centrex Operating Company",OK,Creek,,,,2012-09-01,0,0,,Eagle
"=""35037281990000""",Eagle,12-1,"Centrex Operating Company",OK,Creek,,,,2012-02-01,0,0,,Eagle
"=""35037274300000""",Tiger,1,"Egret Operating Company",OK,Creek,,,,2012-06-01,0,521,,Tiger
"=""35037272540000""",Allen,3,"Denham Operating Company",OK,Creek,,,,2012-12-01,0,324,,Allen
"=""35037272540000""",Allen,3,"Denham Operating Company",OK,Creek,,,,2012-08-01,0,340,,Allen
"=""35037272540000""",Allen,3,"Denham Operating Company",OK,Creek,,,,2012-05-01,0,426,,Allen
"=""35037272540000""",Allen,3,"Denham Operating Company",OK,Creek,,,,2012-01-01,0,102,,Allen
"=""35037280650000""",Avatar,1,"Hoyt Oil & Gas Llc",OK,Creek,,,,2012-10-01,0,158,,Avatar
"=""35037280650000""",Avatar,1,"Hoyt Oil & Gas Llc",OK,Creek,,,,2012-06-01,0,162,,Avatar
"=""35037281190000""",Eagle,1-1,"Centrex Operating Company",OK,Creek,,,,2012-09-01,0,111,,Eagle
"=""35037281190000""",Eagle,1-1,"Centrex Operating Company",OK,Creek,,,,2012-05-01,0,0,,Eagle
"=""35037281190001""",Eagle,1-1,"Centrex Operating Company",OK,Creek,,,,2012-01-01,0,111,,Eagle
"=""35037279200000""",Corbin,1-17,"Pekrul Gerald Max",OK,Creek,,,,2012-06-01,0,0,,Corbin
"=""35037279200000""",Corbin,1-17,"Pekrul Gerald Max",OK,Creek,,,,2012-04-01,0,0,,Corbin
"=""35037279200000""",Corbin,1-17,"Pekrul Gerald Max",OK,Creek,,,,2012-02-01,0,0,,Corbin
"=""35037285110000""",Cobb,3-7,"Dixon Clint A",OK,Creek,,,,2012-01-01,0,405,,Cobb
"=""35037284810000""","Deer Creek",1,"Flying M Petroleum Llc",OK,Creek,,,,2012-12-01,0,155,,"Deer Creek"
"=""35037284810000""","Deer Creek",1,"Flying M Petroleum Llc",OK,Creek,,,,2012-08-01,0,187,,"Deer Creek"
"=""35037284810000""","Deer Creek",1,"Flying M Petroleum Llc",OK,Creek,,,,2012-05-01,0,0,,"Deer Creek"
"=""35037284690000""",Gressett,7,"Withrow Oil Company Inc",OK,Creek,,,,2012-10-01,0,55,,Gressett
"=""35037285670001""",Clyde,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2012-12-01,0,388,,Clyde
"=""35037285670001""",Clyde,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2012-11-01,0,412,,Clyde
"=""35037285670001""",Clyde,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2012-06-01,0,384,,Clyde
"=""35037285670001""",Clyde,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2012-02-01,0,389,,Clyde
"=""35037286040000""","Stroud Prue Sand Unit Tr 14(webb 1-8)",8,"Rover Operating Llc",OK,Creek,,,,2012-08-01,0,0,,"Stroud Prue Sand Unit Tr 14(webb 1-8)"
"=""35037286040000""","Stroud Prue Sand Unit Tr 14(webb 1-8)",8,"Rover Operating Llc",OK,Creek,,,,2012-06-01,0,0,,"Stroud Prue Sand Unit Tr 14(webb 1-8)"
"=""35037286630000""","David Cook",1-18,"Huntington Energy Llc",OK,Creek,,,,2012-12-01,0,1031,,"David Cook"
"=""35037286630000""","David Cook",1-18,"Huntington Energy Llc",OK,Creek,,,,2012-07-01,0,1139,,"David Cook"
"=""35037286630000""","David Cook",1-18,"Huntington Energy Llc",OK,Creek,,,,2012-01-01,0,399,,"David Cook"
"=""35037286770002""",Vickrey,1,"Huntington Energy Llc",OK,Creek,,,,2012-05-01,0,870,,Vickrey
"=""35037286800001""",Cantrell,1-8,"Huntington Energy Llc",OK,Creek,,,,2012-10-01,0,523,,Cantrell
"=""35037286800001""",Cantrell,1-8,"Huntington Energy Llc",OK,Creek,,,,2012-08-01,0,570,,Cantrell
"=""35037286880001""",Pearman,1,"Huntington Energy Llc",OK,Creek,,,,2012-09-01,0,0,,Pearman
"=""35037600130000""",Ford,1,"Krumme Oil Company Llp",OK,Creek,,,,2012-08-01,0,228,,Ford
"=""35109222000001""",Grace,24-1,"Hulen Operating Company",OK,Creek,,,,2012-12-01,0,87,,Grace
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,2012-11-01,0,0,,Bond
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,2012-01-01,0,110,,Bond
"=""35037285490000""",Hutchings,1,"Withrow Oil Company Inc",OK,Creek,,,,2012-12-01,0,62,,Hutchings
"=""35037285490000""",Hutchings,1,"Withrow Oil Company Inc",OK,Creek,,,,2012-07-01,0,76,,Hutchings
"=""35037285490000""",Hutchings,1,"Withrow Oil Company Inc",OK,Creek,,,,2012-04-01,0,143,,Hutchings
"=""35037285490000""",Hutchings,1,"Withrow Oil Company Inc",OK,Creek,,,,2012-01-01,0,77,,Hutchings
"=""35037285580000""",Bryson,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2012-11-01,0,318,,Bryson
"=""35037285580000""",Bryson,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2012-09-01,0,319,,Bryson
"=""35037285580000""",Bryson,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2012-06-01,0,297,,Bryson
"=""35037285580000""",Bryson,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2012-03-01,0,314,,Bryson
"=""35037285580000""",Bryson,1-9,"Nordstrand Engineering Inc",OK,Creek,,,,2012-01-01,0,288,,Bryson
"=""35037286520000""",Chapman,1-34,"Little River Energy Company",OK,Creek,,,,2012-09-01,0,61,,Chapman
"=""35037286520000""",Chapman,1-34,"Little River Energy Company",OK,Creek,,,,2012-08-01,0,85,,Chapman
"=""35037286520000""",Chapman,1-34,"Little River Energy Company",OK,Creek,,,,2012-07-01,0,87,,Chapman
"=""35037286520000""",Chapman,1-34,"Little River Energy Company",OK,Creek,,,,2012-01-01,0,70,,Chapman
"=""35037286570000""","Wilkie Taylor",1-7,"Huntington Energy Llc",OK,Creek,,,,2012-12-01,0,116,,"Wilkie Taylor"
"=""35037286570000""","Wilkie Taylor",1-7,"Huntington Energy Llc",OK,Creek,,,,2012-10-01,0,113,,"Wilkie Taylor"
"=""35037286570000""","Wilkie Taylor",1-7,"Huntington Energy Llc",OK,Creek,,,,2012-07-01,0,101,,"Wilkie Taylor"
"=""35037286570000""","Wilkie Taylor",1-7,"Huntington Energy Llc",OK,Creek,,,,2012-04-01,0,216,,"Wilkie Taylor"
"=""35037286580002""",Newton,1-5,"Jec Operating Llc",OK,Creek,,,,2012-03-01,0,700,,Newton
"=""35037285170000""","Lost Indian",7,"Eig Petroleum Llc",OK,Creek,,,,2012-12-01,0,0,,"Lost Indian"
"=""35037285170000""","Lost Indian",7,"Eig Petroleum Llc",OK,Creek,,,,2012-08-01,0,0,,"Lost Indian"
"=""35037285170000""","Lost Indian",7,"Eig Petroleum Llc",OK,Creek,,,,2012-07-01,0,0,,"Lost Indian"
"=""35037285170000""","Lost Indian",7,"Eig Petroleum Llc",OK,Creek,,,,2012-04-01,0,0,,"Lost Indian"
"=""35037283930001""",Creek,1,"Petrojen Production Company Inc",OK,Creek,,,,2012-09-01,0,0,,Creek
"=""35037283930001""",Creek,1,"Petrojen Production Company Inc",OK,Creek,,,,2012-08-01,0,0,,Creek
"=""35037283930001""",Creek,1,"Petrojen Production Company Inc",OK,Creek,,,,2012-03-01,0,0,,Creek
"=""35109222000001""",Grace,24-1,"Hulen Operating Company",OK,Creek,,,,2012-06-01,0,20,,Grace
"=""35037280650000""",Avatar,1,"Hoyt Oil & Gas Llc",OK,Creek,,,,2011-12-01,0,143,,Avatar
"=""35037280650000""",Avatar,1,"Hoyt Oil & Gas Llc",OK,Creek,,,,2011-10-01,0,170,,Avatar
"=""35037280650000""",Avatar,1,"Hoyt Oil & Gas Llc",OK,Creek,,,,2011-08-01,0,181,,Avatar
"=""35037280650000""",Avatar,1,"Hoyt Oil & Gas Llc",OK,Creek,,,,2011-06-01,0,178,,Avatar
"=""35037280650000""",Avatar,1,"Hoyt Oil & Gas Llc",OK,Creek,,,,2011-05-01,0,182,,Avatar
"=""35037280650000""",Avatar,1,"Hoyt Oil & Gas Llc",OK,Creek,,,,2011-02-01,0,114,,Avatar
"=""35037272540000""",Allen,3,"Denham Operating Company",OK,Creek,,,,2011-08-01,0,856,,Allen
"=""35037285110000""",Cobb,3-7,"Dixon Clint A",OK,Creek,,,,2011-11-01,0,394,,Cobb
"=""35037285110000""",Cobb,3-7,"Dixon Clint A",OK,Creek,,,,2011-04-01,0,439,,Cobb
"=""35037284690000""",Gressett,7,"Withrow Oil Company Inc",OK,Creek,,,,2011-10-01,0,137,,Gressett
"=""35037284690000""",Gressett,7,"Withrow Oil Company Inc",OK,Creek,,,,2011-08-01,0,87,,Gressett
"=""35037284690000""",Gressett,7,"Withrow Oil Company Inc",OK,Creek,,,,2011-03-01,0,138,,Gressett
"=""35037283860000""",Bishop,4,"United Energy & Exploration Llc",OK,Creek,,,,2011-04-01,0,5880,,Bishop
"=""35037283860000""",Bishop,4,"United Energy & Exploration Llc",OK,Creek,,,,2011-03-01,0,2932,,Bishop
"=""35037283930001""",Creek,1,"Petrojen Production Company Inc",OK,Creek,,,,2011-10-01,0,0,,Creek
"=""35037283930001""",Creek,1,"Petrojen Production Company Inc",OK,Creek,,,,2011-08-01,0,0,,Creek
"=""35037283930001""",Creek,1,"Petrojen Production Company Inc",OK,Creek,,,,2011-04-01,0,0,,Creek
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,2011-12-01,0,2227,,Sinclair
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,2011-07-01,0,1814,,Sinclair
"=""35037283470000""","Lost Indian",2,"Eig Petroleum Llc",OK,Creek,,,,2011-10-01,0,0,,"Lost Indian"
"=""35037283470000""","Lost Indian",2,"Eig Petroleum Llc",OK,Creek,,,,2011-08-01,0,0,,"Lost Indian"
"=""35037283470000""","Lost Indian",2,"Eig Petroleum Llc",OK,Creek,,,,2011-04-01,0,101,,"Lost Indian"
"=""35037283470000""","Lost Indian",2,"Eig Petroleum Llc",OK,Creek,,,,2011-03-01,0,331,,"Lost Indian"
"=""35037284810001""","Deer Creek",1,"Flying M Petroleum Llc",OK,Creek,,,,2011-09-01,0,114,,"Deer Creek"
"=""35037284810001""","Deer Creek",1,"Flying M Petroleum Llc",OK,Creek,,,,2011-03-01,0,199,,"Deer Creek"
"=""35037284810001""","Deer Creek",1,"Flying M Petroleum Llc",OK,Creek,,,,2011-01-01,0,169,,"Deer Creek"
"=""35037284390000""",Sellers,1,"United Energy & Exploration Llc",OK,Creek,,,,2011-07-01,0,1999,,Sellers
"=""35037284390000""",Sellers,1,"United Energy & Exploration Llc",OK,Creek,,,,2011-06-01,0,1734,,Sellers
"=""35037276410000""",Dock,1-19,"B & P Oil & Gas",OK,Creek,,,,2011-06-01,0,332,,Dock
"=""35037276410000""",Dock,1-19,"B & P Oil & Gas",OK,Creek,,,,2011-02-01,0,326,,Dock
"=""35037257630001""",Mcgill,1,"Veenker Resources Inc",OK,Creek,,,,2011-07-01,0,1071,,Mcgill
"=""35037257630001""",Mcgill,1,"Veenker Resources Inc",OK,Creek,,,,2011-05-01,0,954,,Mcgill
"=""35037257630001""",Mcgill,1,"Veenker Resources Inc",OK,Creek,,,,2011-04-01,0,7446,,Mcgill
"=""35037257630001""",Mcgill,1,"Veenker Resources Inc",OK,Creek,,,,2011-03-01,0,3698,,Mcgill
"=""35037256630000""",Posey,1,"Dixon Clint A",OK,Creek,,,,2011-05-01,0,828,,Posey
"=""35037256640000""",Koski,1,"Mark Consulting Inc",OK,Creek,,,,2011-08-01,0,237,,Koski
"=""35037258540000""",Greer,1-10,"D & J Tank Trucks Inc",OK,Creek,,,,2011-11-01,0,0,,Greer
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,2011-09-01,0,436,,Watson
"=""35037256110000""",Wallace,3,"Krumme Oil Company Llp",OK,Creek,,,,2011-10-01,0,118,,Wallace
"=""35037256110000""",Wallace,3,"Krumme Oil Company Llp",OK,Creek,,,,2011-07-01,0,17,,Wallace
"=""35037269190000""",Naifeh,85-1,"Dyer Dale E Dba The Loving Company",OK,Creek,,,,2011-09-01,0,160,,Naifeh
"=""35037269190000""",Naifeh,85-1,"Dyer Dale E Dba The Loving Company",OK,Creek,,,,2011-02-01,0,60,,Naifeh
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,2011-12-01,0,360,,"Henderson ""q"""
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,2011-10-01,0,348,,"Henderson ""q"""
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,2011-08-01,0,365,,"Henderson ""q"""
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,2011-06-01,0,360,,"Henderson ""q"""
"=""35037254920000""",Abide,1-27,"Kiska Oil Company",OK,Creek,,,,2011-11-01,0,47,,Abide
"=""35037254920000""",Abide,1-27,"Kiska Oil Company",OK,Creek,,,,2011-10-01,0,49,,Abide
"=""35037254920000""",Abide,1-27,"Kiska Oil Company",OK,Creek,,,,2011-07-01,0,149,,Abide
"=""35037254920000""",Abide,1-27,"Kiska Oil Company",OK,Creek,,,,2011-04-01,0,161,,Abide
"=""35037263040000""","Jo Ella",1,"Denham Operating Company",OK,Creek,,,,2011-11-01,0,168,,"Jo Ella"
"=""35037263040000""","Jo Ella",1,"Denham Operating Company",OK,Creek,,,,2011-10-01,0,185,,"Jo Ella"
"=""35037263040000""","Jo Ella",1,"Denham Operating Company",OK,Creek,,,,2011-09-01,0,175,,"Jo Ella"
"=""35037263040000""","Jo Ella",1,"Denham Operating Company",OK,Creek,,,,2011-08-01,0,171,,"Jo Ella"
"=""35037263040000""","Jo Ella",1,"Denham Operating Company",OK,Creek,,,,2011-02-01,0,138,,"Jo Ella"
"=""35037263900000""",Provence,1,"Vann Mary L",OK,Creek,,,,2011-10-01,0,24,,Provence
"=""35037263900000""",Provence,1,"Vann Mary L",OK,Creek,,,,2011-07-01,0,4,,Provence
"=""35037263900000""",Provence,1,"Vann Mary L",OK,Creek,,,,2011-04-01,0,239,,Provence
"=""35037263940000""","Curley #1",1,"Burl Oil",OK,Creek,,,,2011-05-01,0,48,,"Curley #1"
"=""35037260710001""",Foster,13-1,"Redland Resources Llc",OK,Creek,,,,2011-12-01,0,187,,Foster
"=""35037260710001""",Foster,13-1,"Redland Resources Llc",OK,Creek,,,,2011-05-01,0,199,,Foster
"=""35037261660000""",Abide,2,"Kiska Oil Company",OK,Creek,,,,2011-10-01,0,6,,Abide
"=""35037261660000""",Abide,2,"Kiska Oil Company",OK,Creek,,,,2011-09-01,0,19,,Abide
"=""35037261660000""",Abide,2,"Kiska Oil Company",OK,Creek,,,,2011-08-01,0,5,,Abide
"=""35037276460001""",Parks,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2011-11-01,0,151,,Parks
"=""35037276460001""",Parks,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2011-07-01,0,183,,Parks
"=""35037276460001""",Parks,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,,,,2011-05-01,0,172,,Parks
"=""35037276620000""",Edmiston,2,"Egret Operating Company",OK,Creek,,,,2011-12-01,0,138,,Edmiston
"=""35037276620000""",Edmiston,2,"Egret Operating Company",OK,Creek,,,,2011-09-01,0,142,,Edmiston
